EVENTO,TIPO_EVENTO,CONTRATO,APELIDO,DESCRICAO,QUANTIDADE,
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Notebook TIPO III,Notebook I3,2,"R$  270,3900"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Micro TIPO I,Micro Desktop I7,2,"R$  387,3600"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Micro TIPO II,Micro Desktop I5,36,"R$  221,7800"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Micro TIPO III,Micro Desktop I3,4,"R$  173,9300"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Micro TIPO V,Micro All in One I7,2,"R$  638,0100"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Micro TIPO VI,"Micro All in One Celeron ou AMD, 4GB RAM, HD 500GB, monitor 21"".",2,"R$  290,1400"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Impressora Tipo I,"Multifuncional laser monocromática A4, mín. 30ppm.",12,"R$  286,3400"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Impressora Tipo III,Multifuncional jato de tinta A4 com Bulk Ink.,4,"R$  148,1100"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Monitor Tipo I,Monitor mínimo 23 polegadas.,20,"R$  90,3800"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Scanner Tipo I,Scanner de mesa monocromático 40PPM duplex.,1,"R$  358,3300"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Scanner Tipo II,Scanner de mesa A4 monocromático 40PPM duplex.,2,"R$  201,7300"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Scanner Tipo IV,Scanner de livros ou encadernados A4.,1,"R$  338,0400"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Componente Tipo I,Switch 48 portas gerenciável.,2,"R$  283,8900"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Componente Tipo IV,Switch 8 Portas.,1,"R$  13,4200"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Componente Tipo V,Repetidor Wifi Amplificador de Sinal.,2,"R$  36,6500"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Componente Tipo VI,"Access Point indoor banda dupla, mín. 1750 Mbps.",3,"R$  91,1800"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Componente Tipo VIII,Storage NAS mínimo 5TB.,1,"R$  182,7800"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Componente Tipo IX,HD Externo portátil 2TB.,4,"R$  29,2300"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Componente Tipo XI,Nobreak 1200 VA.,2,"R$  63,8000"
451,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - PROCURADORIA-GERAL DO MUNICÍPIO,Componente Tipo XII,Nobreak 700 VA.,6,"R$  41,9500"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Notebook TIPO I,Notebook I7,6,"R$  534,7100"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Notebook TIPO II,Notebook I5,10,"R$  344,7500"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Notebook TIPO III,Notebook I3,2,"R$  270,3900"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Micro TIPO I,Micro Desktop I7,4,"R$  387,3600"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Micro TIPO II,Micro Desktop I5,48,"R$  221,7800"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Micro TIPO III,Micro Desktop I3,10,"R$  173,9300"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Impressora Tipo I,"Multifuncional laser monocromática A4, mín. 30ppm.",16,"R$  286,3400"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Impressora Tipo II,"Impressora laser monocromática A4, mín. 30ppm.",15,"R$  234,7000"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Impressora Tipo III,Multifuncional jato de tinta A4 com Bulk Ink.,12,"R$  148,1100"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Componente Tipo II,Switch 48 Portas.,2,"R$  193,4700"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Componente Tipo III,Switch 16 Portas.,2,"R$  50,3000"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Componente Tipo IV,Switch 8 Portas.,2,"R$  13,4200"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Componente Tipo V,Repetidor Wifi Amplificador de Sinal.,1,"R$  36,6500"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Componente Tipo VI,"Access point indoor banda dupla, mín. 1750 Mbps.",3,"R$  91,1800"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Componente Tipo IX,HD Externo portátil 2TB.,2,"R$  29,2300"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Componente Tipo XI,No break 1200 VA.,1,"R$  63,8000"
455,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE PATRIMÔNIO E TRANSPORTE,Componente Tipo XII,No break 700 VA.,4,"R$  41,9500"
460,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO,Notebook TIPO I,Notebook I7,1,"R$  534,7100"
460,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO,Notebook TIPO II,Notebook I5,1,"R$  344,7500"
460,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO,Micro TIPO I,Micro Desktop I7,1,"R$  387,3600"
460,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO,Micro TIPO II,Micro Desktop I5,20,"R$  221,7800"
460,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO,Micro TIPO III,Micro Desktop I3,2,"R$  173,9300"
460,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO,Impressora Tipo I,"Multifuncional laser monocromática A4, mín. 30ppm.",12,"R$  286,3400"
460,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO,Impressora Tipo III,Multifuncional jato de tinta A4 com Bulk Ink.,1,"R$  148,1100"
460,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO,canner Tipo II,Scanner de mesa A4 monocromático 40PPM duplex.,1,"R$  201,7300"
460,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO,Componente Tipo IX,HD Externo portátil 2TB.,2,"R$  29,2300"
460,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO,Componente Tipo XI,No break 1200 VA.,2,"R$  63,8000"
460,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DE PREVIDÊNCIA DO MUNICÍPIO,Componente Tipo XII,No break 700 VA.,2,"R$  41,9500"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Notebook TIPO I,Notebook I7,9,"R$  534,7100"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Notebook TIPO II,Notebook I5,35,"R$  344,7500"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Notebook TIPO III,Notebook I3,2,"R$  270,3900"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Micro TIPO I,Micro Desktop I7,3,"R$  387,3600"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Micro TIPO II,Micro Desktop I5,3,"R$  221,7800"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Micro TIPO III,Micro Desktop I3,2,"R$  173,9300"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Impressora Tipo I,"Multifuncional laser monocromática A4, mín. 30ppm.",2,"R$  286,3400"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Impressora Tipo II,"Impressora laser monocromática A4, mín. 30ppm.",2,"R$  234,7000"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Impressora Tipo III,Multifuncional jato de tinta A4 com Bulk Ink.,6,"R$  148,1100"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Tablet Tipo II,"Tablet 10 polegadas, 256GB, Wi-Fi, 16GB-4G.",13,"R$  119,9900"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Componente Tipo III,Switch 16 Portas.,1,"R$  50,3000"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Componente Tipo VI,"Access Point indoor banda dupla, mín. 1750 Mbps.",1,"R$  91,1800"
465,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Componente Tipo XII,No break 700 VA.,2,"R$  41,9500"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Notebook TIPO I,Notebook I7,11,"R$  534,7100"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Notebook TIPO II,Notebook I5,43,"R$  344,7500"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Notebook TIPO III,Notebook I3,2,"R$  270,3900"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Micro TIPO I,Micro Desktop I7,3,"R$  387,3600"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Micro TIPO II,Micro Desktop I5,3,"R$  221,7800"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Micro TIPO III,Micro Desktop I3,2,"R$  173,9300"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Impressora Tipo I,"Multifuncional laser monocromática A4, mín. 30ppm.",2,"R$  286,3400"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Impressora Tipo II,"Impressora laser monocromática A4, mín. 30ppm.",2,"R$  234,7000"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Impressora Tipo III,Multifuncional jato de tinta A4 com Bulk Ink.,7,"R$  148,1100"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Tablet Tipo II,"Tablet 10 polegadas, 256GB, Wi-Fi, 16GB-4G.",13,"R$  119,9900"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Componente Tipo III,Switch 16 Portas.,1,"R$  50,3000"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Componente Tipo VI,"Access Point indoor banda dupla, mín. 1750 Mbps.",1,"R$  91,1800"
466,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - INSTITUTO DO MEIO AMBIENTE DO MUNICÍPIO,Componente Tipo XII,No break 700 VA.,2,"R$  41,9500"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,Notebook TIPO I,Notebook I7,2,"R$  534,7100"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,Notebook TIPO II,Notebook I5,2,"R$  344,7500"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,Micro TIPO I,Micro Desktop I7,4,"R$  387,3600"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,Micro TIPO II,Micro Desktop I5,2,"R$  221,7800"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,Micro TIPO III,Micro Desktop I3,2,"R$  173,9300"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,Impressora Tipo I,"Multifuncional laser monocromática A4, mín. 30ppm.",2,"R$  286,3400"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,Impressora Tipo III,Multifuncional jato de tinta A4 com Bulk Ink.,2,"R$  148,1100"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,omponente Tipo III,Switch 16 Portas.,1,"R$  50,3000"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,Componente Tipo V,Repetidor Wifi Amplificador de Sinal.,1,"R$  36,6500"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,Componente Tipo VI,"Access point indoor banda dupla, mín. 1750 Mbps.",1,"R$  91,1800"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,Componente Tipo IX,HD Externo portátil 2TB.,1,"R$  29,2300"
471,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO VICE PREFEITO,Componente Tipo XII,No break 700 VA.,2,"R$  41,9500"
476,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO PREFEITO,Notebook TIPO I,Notebook I7,12,"R$  534,7100"
476,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO PREFEITO,Notebook TIPO II,Notebook I5,6,"R$  344,7500"
476,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO PREFEITO,Notebook TIPO III,Notebook I3,2,"R$  270,3900"
476,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO PREFEITO,Micro TIPO II,Micro Desktop I5,5,"R$  221,7800"
476,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO PREFEITO,Impressora Tipo I,"Multifuncional laser monocromática A4, mín. 30ppm.",8,"R$  286,3400"
476,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO PREFEITO,Impressora Tipo III,Multifuncional jato de tinta A4 com Bulk Ink.,4,"R$  148,1100"
476,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO PREFEITO,Componente Tipo I,Switch 48 portas gerenciável.,1,"R$  283,8900"
476,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO PREFEITO,Componente Tipo III,Switch 16 Portas.,1,"R$  50,3000"
476,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO PREFEITO,Componente Tipo IX,HD Externo portátil 2TB.,1,"R$  29,2300"
476,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO PREFEITO,Componente Tipo XI,No break 1200 VA.,1,"R$  63,8000"
476,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - GABINETE DO PREFEITO,Componente Tipo XII,No break 700 VA.,4,"R$  41,9500"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Notebook TIPO I,Notebook I7,7,"R$  534,7100"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Notebook TIPO II,Notebook I5,21,"R$  344,7500"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Notebook TIPO III,Notebook I3,22,"R$  270,3900"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Micro TIPO I,Micro Desktop I7,29,"R$  387,3600"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Micro TIPO II,Micro Desktop I5,104,"R$  221,7800"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Micro TIPO III,Micro Desktop I3,32,"R$  173,9300"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Micro TIPO VII,"Servidor 3.7ghz, 16GB RAM, 2 HD 1TB, Raid.",2,"R$  470,9100"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Impressora Tipo I,"Multifuncional laser monocromática A4, 30ppm.",17,"R$  286,3400"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Impressora Tipo II,"Impressora laser monocromática A4, 30ppm.",12,"R$  234,7000"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Impressora Tipo III,Multifuncional jato de tinta A4 com Bulk Ink.,10,"R$  148,1100"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Impressora Tipo VI,Plotter colorido 24 polegadas.,1,"R$  1.363,3600"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Scanner Tipo I,Scanner de mesa 40PPM duplex.,1,"R$  358,3300"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Scanner Tipo II,Scanner de mesa A4 40PPM duplex.,2,"R$  201,7300"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Scanner Tipo III,Scanner de mesa A3 40PPM duplex.,2,"R$  1.325,3600"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Datashow Tipo I,Datashow mínimo 2500 lumens.,1,"R$  181,1700"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo I,Switch 48 portas gerenciável.,6,"R$  283,8900"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo II,Switch 48 Portas.,1,"R$  193,4700"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo III,Switch 16 Portas.,4,"R$  201,2000"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo IV,Switch 8 Portas.,4,"R$  53,6800"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo V,Repetidor Wifi Amplificador de Sinal.,4,"R$  146,6000"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo VI,Access point indoor banda dupla 1750 Mbps.,7,"R$  91,1800"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo VII,Access point outdoor banda dupla 1167 Mbps.,2,"R$  334,0600"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo VIII,Storage NAS mínimo 5TB.,1,"R$  182,7800"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo IX,HD Externo portátil 2TB.,5,"R$  146,1500"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo X,No break 3000 VA.,4,"R$  797,8400"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo XI,No break 1200 VA.,9,"R$  63,8000"
481,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE FINANÇAS, PLANEJAMENTO E ORÇAMENTO",Componente Tipo XII,No break 700 VA.,6,"R$  251,7000"
486,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE ESPORTE E JUVENTUDE,Painel de LED P10 (TV Tipo IV),Painel de LED P10 para uso externo (4m x 3m),1,"R$  979,2800"
491,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE ESPORTE E JUVENTUDE,Notebook TIPO I,Notebook I7,1,"R$  534,7100"
491,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE ESPORTE E JUVENTUDE,Notebook TIPO II,Notebook I5,4,"R$  344,7500"
491,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE ESPORTE E JUVENTUDE,Notebook TIPO III,Notebook I3,2,"R$  270,3900"
491,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE ESPORTE E JUVENTUDE,Micro TIPO I,Micro Desktop I7,3,"R$  387,3600"
491,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE ESPORTE E JUVENTUDE,Micro TIPO II,Micro Desktop I5,6,"R$  221,7800"
491,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE ESPORTE E JUVENTUDE,Micro TIPO III,Micro Desktop I3,6,"R$  173,9300"
491,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE ESPORTE E JUVENTUDE,Impressora Tipo I,"Multifuncional laser monocromática A4, mín. 30ppm.",3,"R$  286,3400"
491,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE ESPORTE E JUVENTUDE,Impressora Tipo III,Multifuncional jato de tinta A4 com Bulk Ink.,4,"R$  148,1100"
496,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Notebook,Notebook I5,3.450,"R$  276,4000"
